,TStatistic,PValue,PValCorr,RejectionCorr,F_C
PAFAH2,-0.7577804801732015,0.4527697684095231,1.0,False,1.0795364417916686
EXTL1,5.058923084042134,1.1054222541263759e-05,0.00623347234053386,True,1.9429719564128065
SLC30A2,-1.1213172582475033,0.2715520849355728,1.0,False,1.2578110082940632
TRIM63,2.146258740058649,0.03793269443254358,1.0,False,1.4182559367861298
PDIK1L,-0.769304344910617,0.4467184772857644,1.0,False,1.0885405222941873
GRRP1,3.3785283701605473,0.0016545677777206245,0.2035293478897843,False,1.3548317550756777
ZNF593,-0.36425551011233964,0.7176139007111245,1.0,False,1.0286630541787833
CNKSR1,-0.036740985318010004,0.9708655394851776,1.0,False,1.0031964427673532
CEP85,-2.6466796647136306,0.011650840006551519,0.7626576815029203,False,1.2518934057312907
SH3BGRL3,-5.587746350421094,1.3615528146361899e-06,0.0014160706827078028,True,1.4056667597810966
UBXN11,-1.2477159079767772,0.21960631870494982,1.0,False,1.0911466817959299
CD52,-2.7917245268455044,0.008626301519560306,0.6290049583370778,False,1.4461977946955251
AIM1L,-5.874663164879952,2.500173112230418e-06,0.0021365129058094567,True,2.3514252360038053
ZNF683,0.7419405845386602,0.46275076978525576,1.0,False,1.1157614780702985
DHDDS,-1.4007291135968485,0.1682072193981677,1.0,False,1.071191909832994
HMGN2,0.8840748238680238,0.3813551135599159,1.0,False,1.112654731819786
RPS6KA1,-3.216867539156927,0.0024521457298374524,0.27105589136093566,False,1.2171652185602753
ARID1A,-0.18714203371049806,0.8525752349341567,1.0,False,1.0128051760439831
PIGV,-0.35149017951694217,0.7271316680786184,1.0,False,1.0255117239637461
ZDHHC18,-1.6980573065194904,0.09640648269103325,1.0,False,1.1140928042437264
SFN,-1.0072037628976203,0.3209884753240124,1.0,False,1.1251805634204899
GPN2,-2.0265814756946665,0.048684366003335706,1.0,False,1.1318770039857824
GPATCH3,-0.4126487421796178,0.6826241211343264,1.0,False,1.0243725585508527
NUDC,-0.6341299552700018,0.529583965837615,1.0,False,1.0674974971378004
C1orf172,-1.172634207408162,0.24740931782099854,1.0,False,1.101664592043242
TRNP1,4.2822450372165575,0.000155073011250578,0.040331853872856635,False,1.7362444453323493
FAM46B,1.742644576307112,0.09048368068707714,1.0,False,1.2400535499617875
