,TStatistic,PValue,PValCorr,RejectionCorr,F_C
C1orf172,-1.681711136004775,0.09961656113199997,1.0,False,1.12131982194788
TRNP1,4.926860120846991,1.3550057022477405e-05,0.013743959443413072,True,1.6253422893194547
FAM46B,1.9100714665920482,0.0629673296887762,1.0,False,1.2073996193814605
SLC9A1,-0.5222426461721439,0.6040129625370674,1.0,False,1.0386165856907572
WDTC1,1.2112384206662605,0.23382063543009463,1.0,False,1.0969146769744653
TMEM222,0.43299745360124253,0.6673249038169211,1.0,False,1.0250638315328626
LOC644961,0.3095774482283175,0.758396176597791,1.0,False,1.024397588994167
SYTL1,1.4653382846736345,0.1500307900299612,1.0,False,1.1065639516977595
MAP3K6,1.099001127764975,0.2775116586127674,1.0,False,1.0640620015393558
FCN3,1.7670263731514,0.08424541886439563,1.0,False,1.1838970850551287
CD164L2,5.82685379078972,1.002085445614775e-06,0.0021839409978250067,True,1.9973807408171325
GPR3,1.094135331314102,0.2795921112065834,1.0,False,1.0904260306957778
WASF2,0.7437422961427226,0.4608851690624971,1.0,False,1.0568516119559563
AHDC1,1.7593284983211495,0.08557876515913992,1.0,False,1.103552311758049
FGR,-1.6762841974626488,0.10056423653187636,1.0,False,1.1392590313138016
IFI6,-3.2457348468554708,0.0033389080518955445,0.46063593468272,False,2.1037843949193133
FAM76A,-0.20353440608383708,0.8396230539339169,1.0,False,1.0193226458670732
STX12,1.5220777678346245,0.13495895109192332,1.0,False,1.1722554107863874
PPP1R8,-0.10527220328308087,0.916617561169754,1.0,False,1.0099913929315274
SCARNA1,1.3371743725366012,0.18989467032408838,1.0,False,1.3469387826404224
C1orf38,-2.21082877917914,0.03300015471324439,1.0,False,1.3260715569235308
RPA2,-0.581121500783404,0.5642088294715489,1.0,False,1.037585544623053
SMPDL3B,1.5048198676290467,0.13960582656479792,1.0,False,1.1377822632917918
XKR8,-0.4830604387092808,0.6314650556243709,1.0,False,1.0342024554717766
EYA3,-0.18306608878596367,0.855550958353387,1.0,False,1.0148359811322678
LOC653566,-0.5400622681759375,0.591920378374234,1.0,False,1.096570620127153
PTAFR,-2.0454147250416117,0.04676165000332918,1.0,False,1.2562093318621044
DNAJC8,-1.089953267531323,0.2815349082219743,1.0,False,1.149061753740235
ATPIF1,-0.6305713454328512,0.5319156691909637,1.0,False,1.0547664994523278
SESN2,-0.3634549662125096,0.717998564478099,1.0,False,1.02343827108815
